epoch,batch,train_loss,train_accuracy,train_f1-score
1,,2.9274669,0.09375,0.05185185185185185
1,,2.8394313,0.1875,0.1368421052631579
1,,3.114053,0.0625,0.0391304347826087
1,,3.0111983,0.03125,0.015037593984962405
1,,2.8011792,0.09375,0.09166666666666666
1,,2.9740493,0.15625,0.07171717171717172
1,,2.705267,0.1875,0.1286549707602339
1,,3.089238,0.0625,0.0225
1,,2.8460376,0.1875,0.08805555555555555
1,,2.7137625,0.15625,0.0658008658008658
1,,3.053043,0.0625,0.017316017316017316
1,,2.8343132,0.09375,0.02672064777327935
1,,2.951471,0.0625,0.04444444444444444
1,,2.8758085,0.125,0.04947552447552448
1,,2.8315992,0.09375,0.04178321678321678
1,,2.902478,0.09375,0.027235921972764077
1,,2.9395049,0.09375,0.05138339920948616
1,,3.1768372,0.125,0.08054226475279107
1,,2.8300657,0.21875,0.08428571428571427
1,,2.6477695,0.15625,0.08471177944862156
1,,3.0405211,0.09375,0.027910685805422646
1,,2.9463732,0.15625,0.06281179138321996
1,,2.7765653,0.125,0.026900584795321637
1,,2.9805002,0.1875,0.07303571428571429
1,,2.830722,0.15625,0.07777777777777778
1,,2.6917093,0.125,0.060576923076923084
1,,2.835121,0.125,0.08409090909090909
1,,2.666715,0.1875,0.049603174603174593
1,,2.9693165,0.1875,0.14393939393939392
1,,2.949798,0.1875,0.09903799903799906
1,,3.215808,0.09375,0.042222222222222223
1,,2.7258255,0.09375,0.041666666666666664
1,,2.941336,0.09375,0.06363636363636363
1,,2.7461963,0.21875,0.10052910052910051
1,,2.677493,0.1875,0.11536796536796536
1,,2.8971517,0.15625,0.08617756512493355
1,,2.689962,0.1875,0.08479532163742691
1,,2.658421,0.25,0.22076023391812866
1,,2.7965353,0.15625,0.06758056758056757
1,,2.7221036,0.125,0.049862258953168044
1,,3.0286407,0.03125,0.015873015873015876
1,,3.0578313,0.125,0.05389610389610389
1,,2.8023603,0.1875,0.11584022038567494
1,,3.1626132,0.09375,0.05112781954887219
1,,2.8378775,0.15625,0.08257575757575758
1,,2.9905124,0.0625,0.025850340136054424
1,,3.1165214,0.03125,0.0303030303030303
1,,3.0049226,0.0625,0.043859649122807015
1,,3.188818,0.125,0.10175438596491226
1,,2.8902907,0.125,0.07757885763000852
1,,2.820776,0.1875,0.09912280701754386
1,,3.2372296,0.0625,0.05442176870748299
1,,3.016205,0.125,0.05952380952380952
1,,2.9538007,0.1875,0.08187134502923976
1,,2.9448547,0.09375,0.10196078431372549
1,,2.880123,0.1875,0.13478260869565215
1,,2.6422768,0.25,0.12573099415204678
1,,2.8638701,0.09375,0.06190476190476191
1,,2.9960997,0.15625,0.09841269841269842
1,,2.905332,0.125,0.11616161616161615
1,,3.1128314,0.0625,0.05833333333333333
1,,2.8619325,0.21875,0.07472527472527472
1,,3.002909,0.09375,0.045454545454545456
1,,2.9618182,0.15625,0.075
1,,3.0433528,0.09375,0.044444444444444446
1,,2.8439999,0.15625,0.0935672514619883
1,,2.8135915,0.1875,0.11122448979591835
1,,2.5703232,0.21875,0.12561728395061728
1,,2.7763221,0.28125,0.16333333333333333
1,,2.7393842,0.1875,0.10055096418732781
1,,2.9306567,0.0625,0.048484848484848485
1,,2.7888517,0.21875,0.15154950869236586
1,,2.7240088,0.25,0.14327485380116958
1,,2.719288,0.15625,0.08245614035087719
1,,2.6279624,0.15625,0.07435254803675856
1,,2.7953253,0.125,0.1111111111111111
1,,2.814325,0.21875,0.13434343434343432
1,,2.9071388,0.0625,0.02318840579710145
1,,3.1032305,0.125,0.05714285714285715
1,,3.0889552,0.03125,0.007905138339920948
1,,3.0983472,0.0625,0.0463768115942029
1,,2.6707883,0.1875,0.10422405876951331
1,,2.7489507,0.125,0.10162853019995877
1,,3.410548,0.03125,0.01904761904761905
1,,2.9444313,0.09375,0.04292929292929293
1,,2.9254584,0.0625,0.03689064558629775
1,,3.0403876,0.09375,0.049999999999999996
1,,2.939296,0.15625,0.07293233082706767
1,,2.999455,0.15625,0.07662337662337662
1,,2.8030534,0.15625,0.0818181818181818
1,,2.8198967,0.21875,0.12401656314699794
1,,3.083761,0.03125,0.05
1,,2.9171343,0.125,0.06666666666666667
1,,2.9177842,0.125,0.0887218045112782
1,,2.6387744,0.3125,0.10351966873706005
1,,2.771128,0.1875,0.13273809523809527
1,,2.8340595,0.125,0.10877192982456141
1,,3.0212748,0.0625,0.050793650793650794
1,,2.6184385,0.25,0.1634920634920635
1,,2.7776392,0.125,0.063768115942029
1,,2.7745311,0.21875,0.145
1,,2.8553445,0.1875,0.11854636591478697
1,,3.150908,0.125,0.06923076923076923
1,,2.918616,0.09375,0.04329004329004329
1,,2.5065608,0.25,0.16050767414403777
1,,2.7165792,0.1875,0.14074074074074072
1,,2.7846615,0.15625,0.08787878787878788
1,,3.077592,0.1875,0.12433862433862435
1,,2.7724066,0.1875,0.09523809523809523
1,,2.6873953,0.15625,0.10317460317460318
1,,2.8841095,0.15625,0.08205128205128205
1,,2.7995284,0.25,0.13189689098780008
1,,3.149149,0.15625,0.1103174603174603
1,,2.561451,0.28125,0.20045248868778281
1,,2.6542072,0.125,0.10130718954248366
1,,2.8903627,0.125,0.10666666666666666
1,,2.6464915,0.1875,0.10555555555555554
1,,2.7862754,0.15625,0.11575757575757575
1,,2.3189764,0.34375,0.23534798534798534
1,,3.1174042,0.1875,0.12471655328798185
1,,2.483966,0.3125,0.2332130832130832
1,,2.9848595,0.1875,0.09153439153439154
1,,2.8188558,0.1875,0.08099173553719008
1,,2.568249,0.21875,0.18915343915343916
1,,3.0451617,0.21875,0.08888888888888889
1,,2.7639818,0.21875,0.1189512242143821
1,,2.8701308,0.21875,0.16439909297052155
1,,2.5401638,0.21875,0.12833333333333335
1,,2.8272526,0.09375,0.05246913580246913
1,,2.96479,0.03125,0.025
1,,3.2954438,0.0625,0.037037037037037035
1,,2.8970299,0.15625,0.09575757575757575
1,,2.8842056,0.1875,0.146031746031746
1,,2.6839473,0.15625,0.0746031746031746
1,,2.9250762,0.03125,0.014492753623188404
1,,3.1259284,0.09375,0.06666666666666667
1,,2.7210543,0.1875,0.1168831168831169
1,,2.8376198,0.1875,0.13043478260869565
1,,2.9181764,0.15625,0.09424603174603176
1,,2.9491792,0.15625,0.09696969696969697
1,,2.743543,0.125,0.08672438672438672
1,,3.010365,0.0625,0.019323671497584544
1,,3.186549,0.0625,0.02857142857142857
1,,2.5097415,0.21875,0.13290043290043288
1,,2.6989644,0.15625,0.09261904761904763
1,,2.9432313,0.125,0.10909090909090909
1,,2.701055,0.1875,0.145
1,,2.9409668,0.15625,0.1
1,,2.5061574,0.21875,0.15158730158730158
1,,2.9450839,0.125,0.05984848484848484
1,,2.7328563,0.1875,0.11111111111111109
1,,2.8478727,0.1875,0.12013888888888889
1,,2.54402,0.25,0.13916666666666666
1,,2.8907094,0.1875,0.1246376811594203
1,,2.8471315,0.1875,0.14545454545454545
1,,3.34551,0.09375,0.04112554112554112
1,,3.0820312,0.0625,0.03492063492063492
1,,3.0789044,0.09375,0.08260869565217391
1,,2.842112,0.125,0.05454545454545456
1,,2.7773485,0.15625,0.08412698412698412
1,,2.6891837,0.1875,0.11375661375661375
1,,2.78176,0.25,0.14025974025974028
1,,2.7370305,0.15625,0.1217391304347826
1,,2.799297,0.1875,0.15333333333333332
1,,2.5421247,0.25,0.12273809523809524
1,,2.802657,0.15625,0.0808080808080808
1,,2.8118412,0.125,0.05888888888888889
1,,2.4847193,0.25,0.19246031746031747
1,,2.6045175,0.1875,0.09444444444444444
1,,2.7026713,0.1875,0.12256728778467908
1,,2.9639385,0.125,0.08888888888888889
1,,2.7874343,0.15625,0.08712121212121211
1,,2.717203,0.1875,0.10158730158730159
1,,2.6682186,0.25,0.1678004535147392
1,,3.03743,0.09375,0.06521739130434782
1,,2.7986488,0.25,0.16385281385281386
1,,2.5378299,0.28125,0.16842105263157894
1,,2.8565383,0.1875,0.11000000000000001
1,,2.6769028,0.15625,0.09808612440191386
1,,2.813747,0.15625,0.08771929824561403
1,,2.8072917,0.125,0.06432748538011697
1,,3.0277634,0.03125,0.009523809523809525
1,,2.7546475,0.21875,0.1675736961451247
1,,2.4064286,0.34375,0.2377306903622693
1,,2.962669,0.15625,0.0481859410430839
1,,2.7313259,0.3125,0.1599453178400547
1,,2.894071,0.09375,0.06122448979591836
1,,2.6797118,0.1875,0.14206349206349206
1,,2.5942907,0.21875,0.12599681020733652
1,,2.800973,0.15625,0.1350877192982456
1,,2.8322155,0.1875,0.10714285714285714
1,,2.6731884,0.21875,0.15357142857142855
1,,2.477725,0.15625,0.10404040404040403
1,,2.3693256,0.3125,0.185
1,,2.8521545,0.15625,0.14074074074074072
1,,2.7391336,0.125,0.05606060606060606
1,,2.9719,0.125,0.09333333333333334
1,,2.5572667,0.3125,0.2538011695906433
1,,2.5382767,0.28125,0.22809523809523807
1,,2.5967162,0.1875,0.19365079365079363
1,,2.6329424,0.21875,0.12009803921568626
1,,2.5647862,0.25,0.1926406926406926
1,,2.8549263,0.09375,0.05151515151515153
1,,2.6454997,0.21875,0.10883838383838383
1,,2.379256,0.375,0.3112244897959184
1,,2.8027952,0.15625,0.0873015873015873
1,,2.9211335,0.125,0.07857142857142857
1,,2.9383996,0.1875,0.10583333333333333
1,,2.6683786,0.21875,0.10973084886128363
1,,2.7742796,0.09375,0.04184704184704185
1,,2.7147245,0.25,0.17551020408163265
1,,2.5632148,0.21875,0.1619047619047619
1,,2.9537058,0.15625,0.08722943722943724
1,,2.9883137,0.125,0.10386473429951691
1,,2.720457,0.15625,0.14603174603174604
1,,3.0597591,0.21875,0.12833333333333335
1,,2.6577587,0.25,0.17222222222222222
1,,2.685831,0.1875,0.05901505901505902
1,,2.7574325,0.09375,0.0898550724637681
1,,3.1419492,0.09375,0.05000000000000001
1,,2.5206332,0.21875,0.17623604465709725
1,,2.4710782,0.28125,0.2049062049062049
1,,2.7577577,0.1875,0.13194444444444442
1,,2.7445357,0.03125,0.041666666666666664
1,,3.007978,0.09375,0.0626984126984127
1,,2.765551,0.3125,0.2365079365079365
1,,2.988442,0.1875,0.13166666666666665
1,,2.6811984,0.09375,0.08333333333333333
1,,2.7869914,0.1875,0.16666666666666666
1,,2.7618806,0.125,0.07965367965367966
1,,2.6631808,0.21875,0.14761904761904762
1,,2.5567124,0.28125,0.21666666666666665
1,,2.6952987,0.15625,0.1621212121212121
1,,2.8545506,0.125,0.07644110275689223
1,,2.6693804,0.1875,0.08630952380952382
1,,2.8607419,0.09375,0.04658385093167703
1,,2.6753166,0.09375,0.07971014492753623
1,,2.7441056,0.125,0.09772727272727272
1,,2.736385,0.1875,0.14661654135338345
1,,2.4392068,0.125,0.08538011695906432
1,,2.3658938,0.25,0.1361111111111111
1,,2.5664625,0.25,0.1305194805194805
1,,3.0621676,0.0625,0.03623188405797101
1,,2.7927518,0.125,0.07530864197530865
1,,2.8025146,0.125,0.08636363636363636
1,,2.6153572,0.125,0.07749999999999999
1,,2.5218825,0.15625,0.13333333333333333
1,,2.754211,0.28125,0.15873015873015872
1,,2.532066,0.3125,0.25154320987654316
1,,2.8961217,0.15625,0.0893939393939394
1,,2.6419942,0.1875,0.15757575757575756
1,,2.8095324,0.03125,0.014285714285714287
1,,2.511355,0.25,0.15833333333333333
1,,2.7487354,0.1875,0.14765840220385673
1,,2.6501684,0.21875,0.1261904761904762
1,,2.4855576,0.1875,0.16829004329004327
1,,3.017939,0.1875,0.08695652173913043
1,,2.5484676,0.1875,0.10922619047619048
1,,2.9332101,0.1875,0.08441558441558442
1,,2.8673632,0.09375,0.073015873015873
1,,2.460613,0.1875,0.10833333333333332
1,,2.4186397,0.375,0.2244306418219462
1,,2.6133544,0.15625,0.11024844720496894
1,,2.841494,0.15625,0.10992063492063492
1,,2.367657,0.25,0.14842300556586271
1,,2.3016264,0.28125,0.11803030303030301
1,,2.4711862,0.21875,0.12305665349143609
1,,2.6253133,0.15625,0.10019841269841272
1,,2.5531533,0.25,0.18686868686868685
1,,2.8730106,0.0625,0.015810276679841896
1,,2.489214,0.28125,0.1626190476190476
1,,2.7689393,0.21875,0.12508658008658008
1,,2.9303703,0.15625,0.07971014492753623
1,,2.6626937,0.1875,0.1298245614035088
1,,2.4707594,0.375,0.3024603174603175
1,,2.755524,0.1875,0.09138321995464853
1,,2.3538785,0.28125,0.17368421052631577
1,,2.4086108,0.34375,0.25101010101010096
1,,2.5990157,0.28125,0.20984848484848484
1,,2.8114398,0.21875,0.11929824561403508
1,,2.6601584,0.1875,0.13506493506493508
1,,2.4139967,0.1875,0.1204906204906205
1,,2.7503126,0.125,0.07261904761904762
1,,2.6480927,0.21875,0.13333333333333333
1,,2.6028605,0.1875,0.1388888888888889
1,,2.4879894,0.25,0.2257309941520468
1,,2.7391217,0.09375,0.06439909297052154
1,,2.3453236,0.21875,0.10535429482797905
1,,3.2717085,0.1875,0.11825396825396824
1,,2.8017576,0.21875,0.10149319279754061
1,,2.779617,0.125,0.05925925925925926
1,,2.6797194,0.1875,0.1253968253968254
1,,2.6982632,0.25,0.15277777777777776
1,,2.7388737,0.09375,0.04625850340136055
1,,2.7025332,0.15625,0.13015873015873017
1,,2.5270197,0.1875,0.13359788359788358
1,,2.7542236,0.1875,0.1515151515151515
1,,2.8602664,0.125,0.09090909090909091
1,,2.6042197,0.15625,0.13140096618357489
1,,2.3464298,0.3125,0.14890400604686319
1,,2.903751,0.1875,0.1463768115942029
1,,2.58316,0.21875,0.13926482873851295
1,,2.4074187,0.1875,0.11666666666666665
1,,2.628106,0.15625,0.08666666666666667
1,,2.6456447,0.28125,0.17900432900432903
1,,2.5809753,0.15625,0.08001443001443001
1,,2.4044292,0.3125,0.17777777777777778
1,,2.5126548,0.21875,0.2056689342403628
1,,2.512466,0.28125,0.16060606060606059
1,,2.825047,0.125,0.09166666666666667
1,,2.7411726,0.09375,0.0787878787878788
1,,2.8994424,0.15625,0.13157894736842105
1,,2.6947057,0.15625,0.13939393939393938
1,,3.06804,0.125,0.06944444444444443
1,,2.8723094,0.125,0.10173160173160173
1,,2.5354867,0.1875,0.1106060606060606
1,,2.73104,0.125,0.07763975155279504
1,,2.3211555,0.25,0.20595238095238097
1,,2.8394508,0.1875,0.08764172335600907
1,,2.5578272,0.21875,0.14
1,,2.4617004,0.21875,0.15454545454545454
1,,3.3935359,0.1875,0.13007518796992482
1,,2.4534183,0.1875,0.11739130434782609
1,,2.8245094,0.1875,0.11640211640211641
1,,2.7577434,0.21875,0.15714285714285714
1,,2.6545258,0.28125,0.20238095238095238
1,,2.4885545,0.25,0.1738095238095238
1,,2.4882011,0.28125,0.2212121212121212
1,,2.332021,0.28125,0.14047619047619045
1,,2.6848092,0.28125,0.17424242424242423
1,,2.6577806,0.28125,0.22142857142857145
1,,2.42874,0.28125,0.21481481481481482
1,,2.4625897,0.21875,0.14833333333333334
1,,2.6601062,0.125,0.09462809917355373
1,,2.54922,0.28125,0.2072562358276644
1,,2.8250163,0.1875,0.11558441558441558
1,,2.3586636,0.28125,0.19499999999999998
1,,2.4707873,0.3125,0.20952380952380953
1,,2.7670572,0.21875,0.15303030303030304
1,,2.7594297,0.1875,0.15487528344671203
1,,2.8921583,0.15625,0.08465608465608465
1,,2.582969,0.15625,0.12380952380952381
1,,2.2182856,0.34375,0.1917293233082707
1,,2.6479306,0.1875,0.11768707482993197
1,,2.5070295,0.21875,0.12712215320910972
1,,2.619695,0.28125,0.15532879818594103
1,,2.6277893,0.1875,0.09417989417989417
1,,2.6238496,0.28125,0.1511784511784512
1,,2.7940023,0.21875,0.10714285714285714
1,,2.5625527,0.15625,0.09101731601731601
1,,2.6418233,0.1875,0.13333333333333336
1,,2.5355527,0.25,0.21519274376417233
1,,2.8221188,0.25,0.09440993788819876
1,,2.9066637,0.15625,0.11884057971014492
1,,2.4758782,0.21875,0.13477633477633477
1,,2.9840064,0.1875,0.0846418732782369
1,,2.6901352,0.09375,0.06521739130434782
1,,2.4758358,0.21875,0.15358126721763085
1,,2.8008347,0.25,0.16666666666666666
1,,2.4722865,0.25,0.19292929292929292
1,,2.3532205,0.28125,0.21198347107438015
1,,2.5577738,0.3125,0.21142857142857144
1,,2.736827,0.15625,0.0927536231884058
1,,2.6913009,0.25,0.18367346938775508
1,,1.6298425,0.25,0.14285714285714285
2,,2.7871797,0.1875,0.1318181818181818
2,,2.5793557,0.3125,0.20144927536231885
2,,2.4995494,0.1875,0.15300207039337474
2,,2.7408745,0.09375,0.02813852813852814
2,,2.4280915,0.25,0.20013227513227513
2,,2.4845858,0.15625,0.09931972789115646
2,,2.444926,0.3125,0.21428571428571427
2,,2.9246185,0.09375,0.05
2,,2.7263126,0.1875,0.1439814814814815
2,,2.3187225,0.40625,0.27380952380952384
2,,2.7201145,0.1875,0.136887673729779
2,,2.709965,0.0625,0.03968253968253968
2,,3.0946097,0.125,0.08260869565217391
2,,2.5213137,0.15625,0.09999999999999999
2,,2.6357038,0.28125,0.22575757575757577
2,,2.9740183,0.09375,0.06018518518518518
2,,2.7412412,0.125,0.12030075187969924
2,,3.0475783,0.0625,0.02813852813852814
2,,2.8436565,0.1875,0.1144927536231884
2,,2.5197208,0.21875,0.15736961451247167
2,,2.8373365,0.21875,0.18818181818181817
2,,2.981272,0.21875,0.1215151515151515
2,,2.352003,0.34375,0.29705882352941176
2,,2.5407887,0.1875,0.14696969696969694
2,,2.6018593,0.3125,0.20887445887445885
2,,2.5060093,0.28125,0.19387755102040816
2,,2.6085927,0.21875,0.14761904761904762
2,,2.3891823,0.28125,0.15655844155844156
2,,2.8882983,0.21875,0.1751082251082251
2,,2.5912244,0.1875,0.11216931216931217
2,,2.705428,0.15625,0.125
2,,2.796512,0.15625,0.11688311688311687
2,,2.4606981,0.125,0.05389610389610389
2,,2.3425102,0.25,0.14678760393046109
2,,2.4081452,0.34375,0.22297808012093728
2,,2.6441054,0.15625,0.07575757575757575
2,,2.8486478,0.1875,0.13450292397660818
2,,2.7643247,0.1875,0.1226475279106858
2,,2.683475,0.15625,0.10676328502415458
2,,2.3734777,0.25,0.2175438596491228
2,,2.7436085,0.1875,0.1318181818181818
2,,2.9199307,0.1875,0.09788359788359789
2,,2.7677925,0.21875,0.13075396825396826
2,,2.4702737,0.15625,0.11166666666666666
2,,2.734539,0.25,0.20328798185941044
2,,2.8019469,0.1875,0.14492753623188404
2,,2.8385143,0.09375,0.04246031746031747
2,,2.4800477,0.21875,0.13015873015873017
2,,2.815842,0.25,0.17912087912087912
2,,2.3704917,0.28125,0.2631578947368421
